question_id,frontend_question_id,question__title,question__title_slug,difficulty,paid_only,is_new_question,total_acs,total_submitted,url
1357,1225,Report Contiguous Dates,report-contiguous-dates,3,True,False,3902,6296,https://leetcode.com/problems/report-contiguous-dates
1358,1237,Find Positive Integer Solution for a Given Equation,find-positive-integer-solution-for-a-given-equation,1,False,False,22330,32220,https://leetcode.com/problems/find-positive-integer-solution-for-a-given-equation
1359,1238,Circular Permutation in Binary Representation,circular-permutation-in-binary-representation,2,False,False,7518,11562,https://leetcode.com/problems/circular-permutation-in-binary-representation
1360,1239,Maximum Length of a Concatenated String with Unique Characters,maximum-length-of-a-concatenated-string-with-unique-characters,2,False,False,30842,64276,https://leetcode.com/problems/maximum-length-of-a-concatenated-string-with-unique-characters
1361,1240,Tiling a Rectangle with the Fewest Squares,tiling-a-rectangle-with-the-fewest-squares,3,False,False,7128,14175,https://leetcode.com/problems/tiling-a-rectangle-with-the-fewest-squares
1362,1227,Airplane Seat Assignment Probability,airplane-seat-assignment-probability,2,False,False,11633,18956,https://leetcode.com/problems/airplane-seat-assignment-probability
1366,1429,First Unique Number,first-unique-number,2,True,False,42112,88591,https://leetcode.com/problems/first-unique-number
1368,1242,Web Crawler Multithreaded,web-crawler-multithreaded,2,True,False,8008,17651,https://leetcode.com/problems/web-crawler-multithreaded
1369,1247,Minimum Swaps to Make Strings Equal,minimum-swaps-to-make-strings-equal,2,False,False,13550,22421,https://leetcode.com/problems/minimum-swaps-to-make-strings-equal
1370,1248,Count Number of Nice Subarrays,count-number-of-nice-subarrays,2,False,False,19893,35113,https://leetcode.com/problems/count-number-of-nice-subarrays
1371,1249,Minimum Remove to Make Valid Parentheses,minimum-remove-to-make-valid-parentheses,2,False,False,94351,149848,https://leetcode.com/problems/minimum-remove-to-make-valid-parentheses
1372,1250,Check If It Is a Good Array,check-if-it-is-a-good-array,3,False,False,7352,13155,https://leetcode.com/problems/check-if-it-is-a-good-array
1374,1428,Leftmost Column with at Least a One,leftmost-column-with-at-least-a-one,2,True,False,55132,116707,https://leetcode.com/problems/leftmost-column-with-at-least-a-one
1377,1241,Number of Comments per Post,number-of-comments-per-post,1,True,False,11162,16706,https://leetcode.com/problems/number-of-comments-per-post
1378,1252,Cells with Odd Values in a Matrix,cells-with-odd-values-in-a-matrix,1,False,False,43353,55377,https://leetcode.com/problems/cells-with-odd-values-in-a-matrix
1379,1253,Reconstruct a 2-Row Binary Matrix,reconstruct-a-2-row-binary-matrix,2,False,False,11156,27499,https://leetcode.com/problems/reconstruct-a-2-row-binary-matrix
1380,1254,Number of Closed Islands,number-of-closed-islands,2,False,False,22972,37818,https://leetcode.com/problems/number-of-closed-islands
1381,1255,Maximum Score Words Formed by Letters,maximum-score-words-formed-by-letters,3,False,False,8309,12024,https://leetcode.com/problems/maximum-score-words-formed-by-letters
1386,1260,Shift 2D Grid,shift-2d-grid,1,False,False,19184,31206,https://leetcode.com/problems/shift-2d-grid
1387,1261,Find Elements in a Contaminated Binary Tree,find-elements-in-a-contaminated-binary-tree,2,False,False,21640,29107,https://leetcode.com/problems/find-elements-in-a-contaminated-binary-tree
1388,1262,Greatest Sum Divisible by Three,greatest-sum-divisible-by-three,2,False,False,17844,37497,https://leetcode.com/problems/greatest-sum-divisible-by-three
1389,1263,Minimum Moves to Move a Box to Their Target Location,minimum-moves-to-move-a-box-to-their-target-location,3,False,False,4733,11240,https://leetcode.com/problems/minimum-moves-to-move-a-box-to-their-target-location
1390,1251,Average Selling Price,average-selling-price,1,True,False,12533,15297,https://leetcode.com/problems/average-selling-price
1391,1426,Counting Elements,counting-elements,1,True,False,83281,141641,https://leetcode.com/problems/counting-elements
1395,1266,Minimum Time Visiting All Points,minimum-time-visiting-all-points,1,False,False,57615,72488,https://leetcode.com/problems/minimum-time-visiting-all-points
1396,1267,Count Servers that Communicate,count-servers-that-communicate,2,False,False,21029,36365,https://leetcode.com/problems/count-servers-that-communicate
1397,1268,Search Suggestions System,search-suggestions-system,2,False,False,53652,84295,https://leetcode.com/problems/search-suggestions-system
1398,1269,Number of Ways to Stay in the Same Place After Some Steps,number-of-ways-to-stay-in-the-same-place-after-some-steps,3,False,False,13495,31376,https://leetcode.com/problems/number-of-ways-to-stay-in-the-same-place-after-some-steps
1399,1264,Page Recommendations,page-recommendations,2,True,False,7112,10433,https://leetcode.com/problems/page-recommendations
1400,1275,Find Winner on a Tic Tac Toe Game,find-winner-on-a-tic-tac-toe-game,1,False,False,17617,33275,https://leetcode.com/problems/find-winner-on-a-tic-tac-toe-game
1401,1276,Number of Burgers with No Waste of Ingredients,number-of-burgers-with-no-waste-of-ingredients,2,False,False,10986,22109,https://leetcode.com/problems/number-of-burgers-with-no-waste-of-ingredients
1402,1277,Count Square Submatrices with All Ones,count-square-submatrices-with-all-ones,2,False,False,70758,96627,https://leetcode.com/problems/count-square-submatrices-with-all-ones
1403,1278,Palindrome Partitioning III,palindrome-partitioning-iii,3,False,False,8948,14951,https://leetcode.com/problems/palindrome-partitioning-iii
1404,1265,Print Immutable Linked List in Reverse,print-immutable-linked-list-in-reverse,2,True,False,13428,14208,https://leetcode.com/problems/print-immutable-linked-list-in-reverse
1405,1270,All People Report to the Given Manager,all-people-report-to-the-given-manager,2,True,False,10711,12235,https://leetcode.com/problems/all-people-report-to-the-given-manager
1406,1281,Subtract the Product and Sum of Digits of an Integer,subtract-the-product-and-sum-of-digits-of-an-integer,1,False,False,96483,113098,https://leetcode.com/problems/subtract-the-product-and-sum-of-digits-of-an-integer
1407,1282,Group the People Given the Group Size They Belong To,group-the-people-given-the-group-size-they-belong-to,2,False,False,37595,44752,https://leetcode.com/problems/group-the-people-given-the-group-size-they-belong-to
1408,1283,Find the Smallest Divisor Given a Threshold,find-the-smallest-divisor-given-a-threshold,2,False,False,19980,40870,https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold
1409,1284,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,3,False,False,8840,12724,https://leetcode.com/problems/minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix
1410,1279,Traffic Light Controlled Intersection,traffic-light-controlled-intersection,1,True,False,3744,5031,https://leetcode.com/problems/traffic-light-controlled-intersection
1411,1290,Convert Binary Number in a Linked List to Integer,convert-binary-number-in-a-linked-list-to-integer,1,False,False,86572,107292,https://leetcode.com/problems/convert-binary-number-in-a-linked-list-to-integer
1413,1292,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold,2,False,False,13376,27298,https://leetcode.com/problems/maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold
1414,1293,Shortest Path in a Grid with Obstacles Elimination,shortest-path-in-a-grid-with-obstacles-elimination,3,False,False,14731,34483,https://leetcode.com/problems/shortest-path-in-a-grid-with-obstacles-elimination
1415,1280,Students and Examinations,students-and-examinations,1,True,False,7731,10648,https://leetcode.com/problems/students-and-examinations
1420,1285,Find the Start and End Number of Continuous Ranges,find-the-start-and-end-number-of-continuous-ranges,2,True,False,5690,6733,https://leetcode.com/problems/find-the-start-and-end-number-of-continuous-ranges
1421,1295,Find Numbers with Even Number of Digits,find-numbers-with-even-number-of-digits,1,False,False,160095,197865,https://leetcode.com/problems/find-numbers-with-even-number-of-digits
1422,1296,Divide Array in Sets of K Consecutive Numbers,divide-array-in-sets-of-k-consecutive-numbers,2,False,False,27397,50348,https://leetcode.com/problems/divide-array-in-sets-of-k-consecutive-numbers
1423,1297,Maximum Number of Occurrences of a Substring,maximum-number-of-occurrences-of-a-substring,2,False,False,12152,25361,https://leetcode.com/problems/maximum-number-of-occurrences-of-a-substring
1424,1298,Maximum Candies You Can Get from Boxes,maximum-candies-you-can-get-from-boxes,3,False,False,6334,10675,https://leetcode.com/problems/maximum-candies-you-can-get-from-boxes
1425,1294,Weather Type in Each Country,weather-type-in-each-country,1,True,False,7399,11656,https://leetcode.com/problems/weather-type-in-each-country
1426,1304,Find N Unique Integers Sum up to Zero,find-n-unique-integers-sum-up-to-zero,1,False,False,55091,72171,https://leetcode.com/problems/find-n-unique-integers-sum-up-to-zero
1427,1305,All Elements in Two Binary Search Trees,all-elements-in-two-binary-search-trees,2,False,False,60959,78386,https://leetcode.com/problems/all-elements-in-two-binary-search-trees
1428,1306,Jump Game III,jump-game-iii,2,False,False,33487,55422,https://leetcode.com/problems/jump-game-iii
1429,1307,Verbal Arithmetic Puzzle,verbal-arithmetic-puzzle,3,False,False,4700,12351,https://leetcode.com/problems/verbal-arithmetic-puzzle
1432,1430,Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree,check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree,2,True,False,34616,77126,https://leetcode.com/problems/check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree
1434,1309,Decrypt String from Alphabet to Integer Mapping,decrypt-string-from-alphabet-to-integer-mapping,1,False,False,36856,47972,https://leetcode.com/problems/decrypt-string-from-alphabet-to-integer-mapping
1435,1310,XOR Queries of a Subarray,xor-queries-of-a-subarray,2,False,False,16383,23850,https://leetcode.com/problems/xor-queries-of-a-subarray
1436,1311,Get Watched Videos by Your Friends,get-watched-videos-by-your-friends,2,False,False,9841,22527,https://leetcode.com/problems/get-watched-videos-by-your-friends
1437,1312,Minimum Insertion Steps to Make a String Palindrome,minimum-insertion-steps-to-make-a-string-palindrome,3,False,False,13818,23681,https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome
1438,1303,Find the Team Size,find-the-team-size,1,True,False,14424,16356,https://leetcode.com/problems/find-the-team-size
1439,1308,Running Total for Different Genders,running-total-for-different-genders,2,True,False,7337,8638,https://leetcode.com/problems/running-total-for-different-genders
1440,1317,Convert Integer to the Sum of Two No-Zero Integers,convert-integer-to-the-sum-of-two-no-zero-integers,1,False,False,16987,29913,https://leetcode.com/problems/convert-integer-to-the-sum-of-two-no-zero-integers
1441,1318,Minimum Flips to Make a OR b Equal to c,minimum-flips-to-make-a-or-b-equal-to-c,2,False,False,12642,20090,https://leetcode.com/problems/minimum-flips-to-make-a-or-b-equal-to-c
1442,1319,Number of Operations to Make Network Connected,number-of-operations-to-make-network-connected,2,False,False,20283,37703,https://leetcode.com/problems/number-of-operations-to-make-network-connected
1443,1320,Minimum Distance to Type a Word Using Two Fingers,minimum-distance-to-type-a-word-using-two-fingers,3,False,False,13649,21794,https://leetcode.com/problems/minimum-distance-to-type-a-word-using-two-fingers
1444,1342,Number of Steps to Reduce a Number to Zero,number-of-steps-to-reduce-a-number-to-zero,1,False,False,112939,131114,https://leetcode.com/problems/number-of-steps-to-reduce-a-number-to-zero
1445,1343,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,2,False,False,11954,18638,https://leetcode.com/problems/number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold
1446,1344,Angle Between Hands of a Clock,angle-between-hands-of-a-clock,2,False,False,42601,69478,https://leetcode.com/problems/angle-between-hands-of-a-clock
1447,1345,Jump Game IV,jump-game-iv,3,False,False,11975,30768,https://leetcode.com/problems/jump-game-iv
1448,1323,Maximum 69 Number,maximum-69-number,1,False,False,53719,68964,https://leetcode.com/problems/maximum-69-number
1449,1324,Print Words Vertically,print-words-vertically,2,False,False,14039,24419,https://leetcode.com/problems/print-words-vertically
1450,1325,Delete Leaves With a Given Value,delete-leaves-with-a-given-value,2,False,False,25690,35110,https://leetcode.com/problems/delete-leaves-with-a-given-value
1451,1326,Minimum Number of Taps to Open to Water a Garden,minimum-number-of-taps-to-open-to-water-a-garden,3,False,False,13090,29741,https://leetcode.com/problems/minimum-number-of-taps-to-open-to-water-a-garden
1452,1321,Restaurant Growth,restaurant-growth,2,True,False,5470,7962,https://leetcode.com/problems/restaurant-growth
1453,1322,Ads Performance,ads-performance,1,True,False,8007,13821,https://leetcode.com/problems/ads-performance
1454,1332,Remove Palindromic Subsequences,remove-palindromic-subsequences,1,False,False,13555,22388,https://leetcode.com/problems/remove-palindromic-subsequences
1455,1333,"Filter Restaurants by Vegan-Friendly, Price and Distance",filter-restaurants-by-vegan-friendly-price-and-distance,2,False,False,10847,19836,https://leetcode.com/problems/filter-restaurants-by-vegan-friendly-price-and-distance
1456,1334,Find the City With the Smallest Number of Neighbors at a Threshold Distance,find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,2,False,False,13422,29836,https://leetcode.com/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance
1457,1335,Minimum Difficulty of a Job Schedule,minimum-difficulty-of-a-job-schedule,3,False,False,7814,13542,https://leetcode.com/problems/minimum-difficulty-of-a-job-schedule
1458,1356,Sort Integers by The Number of 1 Bits,sort-integers-by-the-number-of-1-bits,1,False,False,22438,32725,https://leetcode.com/problems/sort-integers-by-the-number-of-1-bits
1459,1357,Apply Discount Every n Orders,apply-discount-every-n-orders,2,False,False,7742,11707,https://leetcode.com/problems/apply-discount-every-n-orders
1460,1358,Number of Substrings Containing All Three Characters,number-of-substrings-containing-all-three-characters,2,False,False,13422,22935,https://leetcode.com/problems/number-of-substrings-containing-all-three-characters
1461,1359,Count All Valid Pickup and Delivery Options,count-all-valid-pickup-and-delivery-options,3,False,False,6506,11206,https://leetcode.com/problems/count-all-valid-pickup-and-delivery-options
1462,1327,List the Products Ordered in a Period,list-the-products-ordered-in-a-period,1,True,False,9790,12786,https://leetcode.com/problems/list-the-products-ordered-in-a-period
1463,1337,The K Weakest Rows in a Matrix,the-k-weakest-rows-in-a-matrix,1,False,False,31064,45086,https://leetcode.com/problems/the-k-weakest-rows-in-a-matrix
1464,1338,Reduce Array Size to The Half,reduce-array-size-to-the-half,2,False,False,23813,35562,https://leetcode.com/problems/reduce-array-size-to-the-half
1465,1339,Maximum Product of Splitted Binary Tree,maximum-product-of-splitted-binary-tree,2,False,False,17230,46300,https://leetcode.com/problems/maximum-product-of-splitted-binary-tree
1466,1340,Jump Game V,jump-game-v,3,False,False,8802,15252,https://leetcode.com/problems/jump-game-v
1467,1336,Number of Transactions per Visit,number-of-transactions-per-visit,3,True,False,2435,5421,https://leetcode.com/problems/number-of-transactions-per-visit
1468,1346,Check If N and Its Double Exist,check-if-n-and-its-double-exist,1,False,False,53304,142304,https://leetcode.com/problems/check-if-n-and-its-double-exist
1469,1347,Minimum Number of Steps to Make Two Strings Anagram,minimum-number-of-steps-to-make-two-strings-anagram,2,False,False,29089,38911,https://leetcode.com/problems/minimum-number-of-steps-to-make-two-strings-anagram
1470,1348,Tweet Counts Per Frequency,tweet-counts-per-frequency,2,False,False,7001,23816,https://leetcode.com/problems/tweet-counts-per-frequency
1471,1349,Maximum Students Taking Exam,maximum-students-taking-exam,3,False,False,6035,14115,https://leetcode.com/problems/maximum-students-taking-exam
1472,1370,Increasing Decreasing String,increasing-decreasing-string,1,False,False,22521,29822,https://leetcode.com/problems/increasing-decreasing-string
1473,1371,Find the Longest Substring Containing Vowels in Even Counts,find-the-longest-substring-containing-vowels-in-even-counts,2,False,False,8107,13794,https://leetcode.com/problems/find-the-longest-substring-containing-vowels-in-even-counts
1474,1372,Longest ZigZag Path in a Binary Tree,longest-zigzag-path-in-a-binary-tree,2,False,False,12436,23003,https://leetcode.com/problems/longest-zigzag-path-in-a-binary-tree
1475,1373,Maximum Sum BST in Binary Tree,maximum-sum-bst-in-binary-tree,3,False,False,8919,22334,https://leetcode.com/problems/maximum-sum-bst-in-binary-tree
1476,1351,Count Negative Numbers in a Sorted Matrix,count-negative-numbers-in-a-sorted-matrix,1,False,False,64748,84604,https://leetcode.com/problems/count-negative-numbers-in-a-sorted-matrix
1477,1352,Product of the Last K Numbers,product-of-the-last-k-numbers,2,False,False,17652,40115,https://leetcode.com/problems/product-of-the-last-k-numbers
1478,1353,Maximum Number of Events That Can Be Attended,maximum-number-of-events-that-can-be-attended,2,False,False,13568,44959,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended
1479,1354,Construct Target Array With Multiple Sums,construct-target-array-with-multiple-sums,3,False,False,6986,21997,https://leetcode.com/problems/construct-target-array-with-multiple-sums
1480,1341,Movie Rating,movie-rating,2,True,False,6377,11137,https://leetcode.com/problems/movie-rating
1481,1350,Students With Invalid Departments,students-with-invalid-departments,1,True,False,14669,16400,https://leetcode.com/problems/students-with-invalid-departments
1482,1365,How Many Numbers Are Smaller Than the Current Number,how-many-numbers-are-smaller-than-the-current-number,1,False,False,113368,132256,https://leetcode.com/problems/how-many-numbers-are-smaller-than-the-current-number
1483,1366,Rank Teams by Votes,rank-teams-by-votes,2,False,False,13736,25482,https://leetcode.com/problems/rank-teams-by-votes
1484,1367,Linked List in Binary Tree,linked-list-in-binary-tree,2,False,False,20040,48683,https://leetcode.com/problems/linked-list-in-binary-tree
1485,1368,Minimum Cost to Make at Least One Valid Path in a Grid,minimum-cost-to-make-at-least-one-valid-path-in-a-grid,3,False,False,9440,17264,https://leetcode.com/problems/minimum-cost-to-make-at-least-one-valid-path-in-a-grid
1486,1385,Find the Distance Value Between Two Arrays,find-the-distance-value-between-two-arrays,1,False,False,18473,27675,https://leetcode.com/problems/find-the-distance-value-between-two-arrays
1487,1386,Cinema Seat Allocation,cinema-seat-allocation,2,False,False,8573,24581,https://leetcode.com/problems/cinema-seat-allocation
1488,1387,Sort Integers by The Power Value,sort-integers-by-the-power-value,2,False,False,18723,26738,https://leetcode.com/problems/sort-integers-by-the-power-value
1489,1388,Pizza With 3n Slices,pizza-with-3n-slices,3,False,False,4204,9371,https://leetcode.com/problems/pizza-with-3n-slices
1490,1374,Generate a String With Characters That Have Odd Counts,generate-a-string-with-characters-that-have-odd-counts,1,False,False,32016,42347,https://leetcode.com/problems/generate-a-string-with-characters-that-have-odd-counts
1491,1375,Bulb Switcher III,bulb-switcher-iii,2,False,False,18697,29540,https://leetcode.com/problems/bulb-switcher-iii
1492,1376,Time Needed to Inform All Employees,time-needed-to-inform-all-employees,2,False,False,29243,52452,https://leetcode.com/problems/time-needed-to-inform-all-employees
1493,1377,Frog Position After T Seconds,frog-position-after-t-seconds,3,False,False,8640,25641,https://leetcode.com/problems/frog-position-after-t-seconds
1494,1355,Activity Participants,activity-participants,2,True,False,5776,8136,https://leetcode.com/problems/activity-participants
1495,1364,Number of Trusted Contacts of a Customer,number-of-trusted-contacts-of-a-customer,2,True,False,4271,5582,https://leetcode.com/problems/number-of-trusted-contacts-of-a-customer
1496,1380,Lucky Numbers in a Matrix,lucky-numbers-in-a-matrix,1,False,False,29266,41049,https://leetcode.com/problems/lucky-numbers-in-a-matrix
1497,1381,Design a Stack With Increment Operation,design-a-stack-with-increment-operation,2,False,False,22678,29860,https://leetcode.com/problems/design-a-stack-with-increment-operation
1498,1379,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree,2,False,False,26536,31650,https://leetcode.com/problems/find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree
1499,1383,Maximum Performance of a Team,maximum-performance-of-a-team,3,False,False,7148,22333,https://leetcode.com/problems/maximum-performance-of-a-team
1500,1399,Count Largest Group,count-largest-group,1,False,False,15209,23371,https://leetcode.com/problems/count-largest-group
1501,1401,Circle and Rectangle Overlapping,circle-and-rectangle-overlapping,2,False,False,5869,13942,https://leetcode.com/problems/circle-and-rectangle-overlapping
1502,1400,Construct K Palindrome Strings,construct-k-palindrome-strings,2,False,False,10821,17826,https://leetcode.com/problems/construct-k-palindrome-strings
1503,1402,Reducing Dishes,reducing-dishes,3,False,False,13025,18003,https://leetcode.com/problems/reducing-dishes
1504,1369,Get the Second Most Recent Activity,get-the-second-most-recent-activity,3,True,False,3291,4966,https://leetcode.com/problems/get-the-second-most-recent-activity
1505,1389,Create Target Array in the Given Order,create-target-array-in-the-given-order,1,False,False,53396,63255,https://leetcode.com/problems/create-target-array-in-the-given-order
1507,1391,Check if There is a Valid Path in a Grid,check-if-there-is-a-valid-path-in-a-grid,2,False,False,10894,24398,https://leetcode.com/problems/check-if-there-is-a-valid-path-in-a-grid
1508,1392,Longest Happy Prefix,longest-happy-prefix,3,False,False,9507,23449,https://leetcode.com/problems/longest-happy-prefix
1509,1378,Replace Employee ID With The Unique Identifier,replace-employee-id-with-the-unique-identifier,1,True,False,9194,10419,https://leetcode.com/problems/replace-employee-id-with-the-unique-identifier
1510,1394,Find Lucky Integer in an Array,find-lucky-integer-in-an-array,1,False,False,34372,53643,https://leetcode.com/problems/find-lucky-integer-in-an-array
1511,1395,Count Number of Teams,count-number-of-teams,2,False,False,32100,39076,https://leetcode.com/problems/count-number-of-teams
1512,1396,Design Underground System,design-underground-system,2,False,False,17759,27105,https://leetcode.com/problems/design-underground-system
1513,1397,Find All Good Strings,find-all-good-strings,3,False,False,2330,6293,https://leetcode.com/problems/find-all-good-strings
1514,1413,Minimum Value to Get Positive Step by Step Sum,minimum-value-to-get-positive-step-by-step-sum,1,False,False,17699,27203,https://leetcode.com/problems/minimum-value-to-get-positive-step-by-step-sum
1515,1414,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k,2,False,False,14731,23197,https://leetcode.com/problems/find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k
1516,1415,The k-th Lexicographical String of All Happy Strings of Length n,the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,2,False,False,11659,16586,https://leetcode.com/problems/the-k-th-lexicographical-string-of-all-happy-strings-of-length-n
1517,1416,Restore The Array,restore-the-array,3,False,False,6028,16617,https://leetcode.com/problems/restore-the-array
1518,1384,Total Sales Amount by Year,total-sales-amount-by-year,3,True,False,1980,3118,https://leetcode.com/problems/total-sales-amount-by-year
1519,1403,Minimum Subsequence in Non-Increasing Order,minimum-subsequence-in-non-increasing-order,1,False,False,23307,32968,https://leetcode.com/problems/minimum-subsequence-in-non-increasing-order
1520,1404,Number of Steps to Reduce a Number in Binary Representation to One,number-of-steps-to-reduce-a-number-in-binary-representation-to-one,2,False,False,13939,27590,https://leetcode.com/problems/number-of-steps-to-reduce-a-number-in-binary-representation-to-one
1522,1406,Stone Game III,stone-game-iii,3,False,False,10529,18600,https://leetcode.com/problems/stone-game-iii
1523,1393,Capital Gain/Loss,capital-gainloss,2,True,False,6453,7214,https://leetcode.com/problems/capital-gainloss
1524,1408,String Matching in an Array,string-matching-in-an-array,1,False,False,24264,39395,https://leetcode.com/problems/string-matching-in-an-array
1525,1409,Queries on a Permutation With Key,queries-on-a-permutation-with-key,2,False,False,19225,23639,https://leetcode.com/problems/queries-on-a-permutation-with-key
1526,1410,HTML Entity Parser,html-entity-parser,2,False,False,12486,23127,https://leetcode.com/problems/html-entity-parser
1527,1411,Number of Ways to Paint N × 3 Grid,number-of-ways-to-paint-n-3-grid,3,False,False,10021,16420,https://leetcode.com/problems/number-of-ways-to-paint-n-3-grid
1528,1431,Kids With the Greatest Number of Candies,kids-with-the-greatest-number-of-candies,1,False,False,96105,108318,https://leetcode.com/problems/kids-with-the-greatest-number-of-candies
1529,1432,Max Difference You Can Get From Changing an Integer,max-difference-you-can-get-from-changing-an-integer,2,False,False,8385,19492,https://leetcode.com/problems/max-difference-you-can-get-from-changing-an-integer
1530,1433,Check If a String Can Break Another String,check-if-a-string-can-break-another-string,2,False,False,13316,20310,https://leetcode.com/problems/check-if-a-string-can-break-another-string
1531,1434,Number of Ways to Wear Different Hats to Each Other,number-of-ways-to-wear-different-hats-to-each-other,3,False,False,4636,12127,https://leetcode.com/problems/number-of-ways-to-wear-different-hats-to-each-other
1532,1417,Reformat The String,reformat-the-string,1,False,False,20374,37133,https://leetcode.com/problems/reformat-the-string
1533,1418,Display Table of Food Orders in a Restaurant,display-table-of-food-orders-in-a-restaurant,2,False,False,10765,16216,https://leetcode.com/problems/display-table-of-food-orders-in-a-restaurant
1534,1419,Minimum Number of Frogs Croaking,minimum-number-of-frogs-croaking,2,False,False,12495,26846,https://leetcode.com/problems/minimum-number-of-frogs-croaking
1535,1420,Build Array Where You Can Find The Maximum Exactly K Comparisons,build-array-where-you-can-find-the-maximum-exactly-k-comparisons,3,False,False,5744,8865,https://leetcode.com/problems/build-array-where-you-can-find-the-maximum-exactly-k-comparisons
1536,1398,Customers Who Bought Products A and B but Not C,customers-who-bought-products-a-and-b-but-not-c,2,True,False,6818,8414,https://leetcode.com/problems/customers-who-bought-products-a-and-b-but-not-c
1537,1422,Maximum Score After Splitting a String,maximum-score-after-splitting-a-string,1,False,False,19691,35940,https://leetcode.com/problems/maximum-score-after-splitting-a-string
1538,1423,Maximum Points You Can Obtain from Cards,maximum-points-you-can-obtain-from-cards,2,False,False,21763,49979,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards
1539,1424,Diagonal Traverse II,diagonal-traverse-ii,2,False,False,16133,37517,https://leetcode.com/problems/diagonal-traverse-ii
1541,1407,Top Travellers,top-travellers,1,True,False,6634,8064,https://leetcode.com/problems/top-travellers
1542,1446,Consecutive Characters,consecutive-characters,1,False,False,21218,35499,https://leetcode.com/problems/consecutive-characters
1543,1447,Simplified Fractions,simplified-fractions,2,False,False,11603,18923,https://leetcode.com/problems/simplified-fractions
1544,1448,Count Good Nodes in Binary Tree,count-good-nodes-in-binary-tree,2,False,False,18881,26864,https://leetcode.com/problems/count-good-nodes-in-binary-tree
1545,1449,Form Largest Integer With Digits That Add up to Target,form-largest-integer-with-digits-that-add-up-to-target,3,False,False,6658,15794,https://leetcode.com/problems/form-largest-integer-with-digits-that-add-up-to-target
1546,1412,Find the Quiet Students in All Exams,find-the-quiet-students-in-all-exams,3,True,False,3193,4752,https://leetcode.com/problems/find-the-quiet-students-in-all-exams
1547,1436,Destination City,destination-city,1,False,False,41015,53293,https://leetcode.com/problems/destination-city
1548,1437,Check If All 1's Are at Least Length K Places Away,check-if-all-1s-are-at-least-length-k-places-away,2,False,False,18233,29084,https://leetcode.com/problems/check-if-all-1s-are-at-least-length-k-places-away
1549,1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,2,False,False,27973,65392,https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit
1550,1439,Find the Kth Smallest Sum of a Matrix With Sorted Rows,find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,3,False,False,9326,15617,https://leetcode.com/problems/find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows
1551,1421,NPV Queries,npv-queries,2,True,False,3887,4778,https://leetcode.com/problems/npv-queries
1552,1441,Build an Array With Stack Operations,build-an-array-with-stack-operations,1,False,False,24301,34877,https://leetcode.com/problems/build-an-array-with-stack-operations
1553,1442,Count Triplets That Can Form Two Arrays of Equal XOR,count-triplets-that-can-form-two-arrays-of-equal-xor,2,False,False,12656,18114,https://leetcode.com/problems/count-triplets-that-can-form-two-arrays-of-equal-xor
1554,1443,Minimum Time to Collect All Apples in a Tree,minimum-time-to-collect-all-apples-in-a-tree,2,False,False,13676,24856,https://leetcode.com/problems/minimum-time-to-collect-all-apples-in-a-tree
1555,1444,Number of Ways of Cutting a Pizza,number-of-ways-of-cutting-a-pizza,3,False,False,6100,11578,https://leetcode.com/problems/number-of-ways-of-cutting-a-pizza
1556,1460,Make Two Arrays Equal by Reversing Sub-arrays,make-two-arrays-equal-by-reversing-sub-arrays,1,False,False,26909,36762,https://leetcode.com/problems/make-two-arrays-equal-by-reversing-sub-arrays
